,revision_id,article_quality,article_name,country,Data
5891,770180303,Start,John Mercer Johnson,Canada,"35,833,000"
5892,770539254,Stub,George Qulaut,Canada,"35,833,000"
5893,770622467,Start,James Chalker,Canada,"35,833,000"
5894,770666386,Stub,Peter Hyndman,Canada,"35,833,000"
5895,771125401,Start,Angus McKay (Manitoba politician),Canada,"35,833,000"
5896,771126667,Stub,Burr Plato,Canada,"35,833,000"
5897,771816793,Start,John Nuraney,Canada,"35,833,000"
5898,771816909,Stub,Patrick Wong,Canada,"35,833,000"
5899,772074757,Start,Greg Fergus,Canada,"35,833,000"
5900,772143645,C,Moe Sihota,Canada,"35,833,000"
5901,773033470,Stub,Christian Dubé (politician),Canada,"35,833,000"
5902,773670195,Start,William Alexander Henry,Canada,"35,833,000"
5903,773730196,Stub,Raymond Guy,Canada,"35,833,000"
5904,773794183,Start,Anne Cools,Canada,"35,833,000"
5905,773944289,Start,William Henry Pope (Canadian politician),Canada,"35,833,000"
5906,774081975,B,Hugh McFadyen,Canada,"35,833,000"
5907,774113266,Start,Betty Baxter,Canada,"35,833,000"
5908,774219529,Stub,Jeremiah Travis,Canada,"35,833,000"
5909,774339307,C,Sonya Biddle,Canada,"35,833,000"
5910,774554017,Start,Rick Folk,Canada,"35,833,000"
5911,775052908,Start,Paul Delorey,Canada,"35,833,000"
5912,775788320,Start,Jackson Lafferty,Canada,"35,833,000"
5913,776202179,Stub,Neil Windsor,Canada,"35,833,000"
5914,776216624,Start,Samuel Rothschild,Canada,"35,833,000"
5915,776335254,C,Jean-Serge Brisson,Canada,"35,833,000"
5916,776738317,Stub,David Wells (politician),Canada,"35,833,000"
5917,776860106,C,Joseph Markin,Canada,"35,833,000"
5918,777521501,Stub,Joseph Nolin,Canada,"35,833,000"
5919,777758793,Stub,Jules Marion,Canada,"35,833,000"
5920,777783696,Start,Julie Dabrusin,Canada,"35,833,000"
5921,778052470,Stub,James W. Douglas,Canada,"35,833,000"
5922,778444272,Start,Terry Cavanagh (politician),Canada,"35,833,000"
5923,778689553,Start,Jose Kusugak,Canada,"35,833,000"
5924,778709060,Stub,Template:Canadian ministries,Canada,"35,833,000"
5925,779401546,C,Jerry Grafstein,Canada,"35,833,000"
5926,779756954,Stub,Clyde Brown,Canada,"35,833,000"
5927,780233998,C,Honoré Mercier,Canada,"35,833,000"
5928,780292774,C,Leonard Marchand,Canada,"35,833,000"
5929,781221633,Stub,John Ritchie (merchant),Canada,"35,833,000"
5930,781735656,Start,Kenny Blatchford,Canada,"35,833,000"
5931,781752285,C,Tyrone Benskin,Canada,"35,833,000"
5932,781861722,Stub,Wendy Priesnitz,Canada,"35,833,000"
5933,782131917,Stub,Tom Shypitka,Canada,"35,833,000"
5934,782158388,Stub,Alexandre Bourdeau,Canada,"35,833,000"
5935,782556135,Start,Yvonne Atwell,Canada,"35,833,000"
5936,782557871,Start,Gordon H. Fitzgerald,Canada,"35,833,000"
5937,782791446,Start,Gordon Earle,Canada,"35,833,000"
5938,782868134,Start,List of 1987 Canadian incumbents,Canada,"35,833,000"
5939,782883488,Start,List of 1986 Canadian incumbents,Canada,"35,833,000"
5940,782883737,Start,List of 1981 Canadian incumbents,Canada,"35,833,000"
5941,782884363,Start,List of 1982 Canadian incumbents,Canada,"35,833,000"
5942,782884424,Start,List of 1983 Canadian incumbents,Canada,"35,833,000"
5943,782884501,Start,List of 1984 Canadian incumbents,Canada,"35,833,000"
5944,782884560,Start,List of 1985 Canadian incumbents,Canada,"35,833,000"
5945,783059739,Start,Emery Barnes,Canada,"35,833,000"
5946,783142138,Stub,Stephen Gough (politician),Canada,"35,833,000"
5947,783380619,Start,3rd Canadian Ministry,Canada,"35,833,000"
5948,783380740,Start,1st Canadian Ministry,Canada,"35,833,000"
5949,783380794,Start,2nd Canadian Ministry,Canada,"35,833,000"
5950,783380859,Start,4th Canadian Ministry,Canada,"35,833,000"
5951,783380895,Stub,5th Canadian Ministry,Canada,"35,833,000"
5952,783380933,Stub,6th Canadian Ministry,Canada,"35,833,000"
5953,783380988,Start,7th Canadian Ministry,Canada,"35,833,000"
5954,783381017,Start,8th Canadian Ministry,Canada,"35,833,000"
5955,783381068,Start,9th Canadian Ministry,Canada,"35,833,000"
5956,783381234,Stub,11th Canadian Ministry,Canada,"35,833,000"
5957,783381298,Start,12th Canadian Ministry,Canada,"35,833,000"
5958,783381341,Stub,13th Canadian Ministry,Canada,"35,833,000"
5959,783381425,Stub,15th Canadian Ministry,Canada,"35,833,000"
5960,783381457,Start,16th Canadian Ministry,Canada,"35,833,000"
5961,783381498,Start,17th Canadian Ministry,Canada,"35,833,000"
5962,783381525,Start,18th Canadian Ministry,Canada,"35,833,000"
5963,783381573,Start,19th Canadian Ministry,Canada,"35,833,000"
5964,783381714,Start,22nd Canadian Ministry,Canada,"35,833,000"
5965,783381797,Stub,24th Canadian Ministry,Canada,"35,833,000"
5966,783381925,B,26th Canadian Ministry,Canada,"35,833,000"
5967,783381990,Start,27th Canadian Ministry,Canada,"35,833,000"
5968,783382043,C,28th Canadian Ministry,Canada,"35,833,000"
5969,783385197,Start,10th Canadian Ministry,Canada,"35,833,000"
5970,783405075,Stub,Samuel Street,Canada,"35,833,000"
5971,783405405,Stub,George Denison (Canadian politician),Canada,"35,833,000"
5972,783406498,Stub,Joseph Laporte,Canada,"35,833,000"
5973,783406951,Stub,John McDonald (1787–1860),Canada,"35,833,000"
5974,783408259,Stub,Henry John Caldwell,Canada,"35,833,000"
5975,783423815,Stub,Margaret Mary Macdonald,Canada,"35,833,000"
5976,783503058,Start,Marilyn Bodogh,Canada,"35,833,000"
5977,783527330,Start,Louis-Mathias Auger,Canada,"35,833,000"
5978,783695617,Start,Granville Anderson,Canada,"35,833,000"
5979,783759655,Start,Susan Leblanc,Canada,"35,833,000"
5980,783880928,C,Selim Franklin,Canada,"35,833,000"
5981,783918316,Stub,Daniel Christmas,Canada,"35,833,000"
5982,783918538,Start,Wanda Thomas Bernard,Canada,"35,833,000"
5983,783986759,Start,Andrew Archibald Macdonald,Canada,"35,833,000"
5984,784066286,C,Maurice Spector,Canada,"35,833,000"
5985,784120111,Start,Louis Riel Sr.,Canada,"35,833,000"
5986,784765875,Stub,Michael Levitt (politician),Canada,"35,833,000"
5987,785044905,Start,Mike Feldman,Canada,"35,833,000"
5988,785287078,Start,Allan Grossman,Canada,"35,833,000"
5989,785439079,Start,Mayann Francis,Canada,"35,833,000"
5990,785484840,Stub,Robert Bruce (Yukon politician),Canada,"35,833,000"
5991,785484858,Stub,Dave Keenan,Canada,"35,833,000"
5992,785484913,Stub,Gerald Morin,Canada,"35,833,000"
5993,785485183,Stub,John Bruce (Canada),Canada,"35,833,000"
5994,785485193,Stub,David Chartrand,Canada,"35,833,000"
5995,785485223,Stub,Frank Whitehead,Canada,"35,833,000"
5996,785485255,Start,Frank Arthur Calder,Canada,"35,833,000"
5997,785485273,Stub,Harley Desjarlais,Canada,"35,833,000"
5998,785485534,Start,Malcolm Norris,Canada,"35,833,000"
5999,785485557,Stub,Walter Patrick Twinn,Canada,"35,833,000"
6000,785486306,C,Eric Fairclough,Canada,"35,833,000"
6001,785624788,Start,Richard Holden (politician),Canada,"35,833,000"
6002,785749103,Start,Pierre Curzi,Canada,"35,833,000"
6003,785771333,Stub,Richard Phillips Hotham,Canada,"35,833,000"
6004,786033113,Start,Tony Ince,Canada,"35,833,000"
6005,786279123,C,John Alan Lee,Canada,"35,833,000"
6006,786402183,Start,Joseph Schubert (politician),Canada,"35,833,000"
6007,786402756,Start,Joseph Zuken,Canada,"35,833,000"
6008,786430694,C,Kalmen Kaplansky,Canada,"35,833,000"
6009,786434801,Start,Robert Kitchen,Canada,"35,833,000"
6010,786532062,C,Linda Frum,Canada,"35,833,000"
6011,786614713,Start,Todd Russell,Canada,"35,833,000"
6012,786959195,C,Charles Mair,Canada,"35,833,000"
6013,786991589,Start,Joseph Singer,Canada,"35,833,000"
6014,787109348,C,Maka Kotto,Canada,"35,833,000"
6015,787308513,GA,Madame Montour,Canada,"35,833,000"
6016,787351708,Start,Mrs. King,Canada,"35,833,000"
6017,787355968,Stub,Template:Canada-poli-bio-book-stub,Canada,"35,833,000"
6018,787357999,Stub,Time and Chance (Kim Campbell),Canada,"35,833,000"
6019,787490092,B,Peter Wong (Canadian politician),Canada,"35,833,000"
6020,787519192,Stub,Ford Nation (book),Canada,"35,833,000"
6021,787883154,Start,Calvin Ruck,Canada,"35,833,000"
6022,787956867,Stub,Matthew Coon Come,Canada,"35,833,000"
6023,787958081,Start,Jim Sinclair (politician),Canada,"35,833,000"
6024,788058254,C,Samuel William Jacobs,Canada,"35,833,000"
6025,788128207,C,Simma Holt,Canada,"35,833,000"
6026,788494381,Start,Michael Nadli,Canada,"35,833,000"
6027,788712700,B,Mel Watkins,Canada,"35,833,000"
6028,788771491,Stub,Zvi Weinberg,Canada,"35,833,000"
6029,789069809,Start,Pierre Bourgault,Canada,"35,833,000"
6030,789205102,C,Otto Jelinek,Canada,"35,833,000"
6031,789335355,C,Paul Vachon,Canada,"35,833,000"
6032,789395840,Start,Peg Norman,Canada,"35,833,000"
6033,789485956,Start,Francis Cochrane,Canada,"35,833,000"
6034,789819390,Start,Arthur D. Ganong,Canada,"35,833,000"
6035,789993529,Start,Rob Clarke,Canada,"35,833,000"
6036,790121036,Stub,Audrey Poitras,Canada,"35,833,000"
6037,790146902,Start,Wayne Adams,Canada,"35,833,000"
6038,790164231,Start,Aurélien Gill,Canada,"35,833,000"
6039,790549980,Stub,Rose Henderson,Canada,"35,833,000"
6040,790716809,Start,21st Canadian Ministry,Canada,"35,833,000"
6041,790717599,Start,List of 1980 Canadian incumbents,Canada,"35,833,000"
6042,790717724,Start,List of 1979 Canadian incumbents,Canada,"35,833,000"
6043,791001401,Start,William Pearce Howland,Canada,"35,833,000"
6044,791162976,Stub,Bernard Cleary,Canada,"35,833,000"
6045,791219826,Stub,Ellis Ross,Canada,"35,833,000"
6046,791246571,Stub,Dwayne Provo,Canada,"35,833,000"
6047,791313003,GA,Stephen Kakfwi,Canada,"35,833,000"
6048,791447432,Stub,Bill Smith (Alberta politician),Canada,"35,833,000"
6049,791960968,Stub,25th Canadian Ministry,Canada,"35,833,000"
6050,791965408,C,John Norquay,Canada,"35,833,000"
6051,791967092,Start,James McKay (fur trader),Canada,"35,833,000"
6052,791967189,Start,Maxime Goulet,Canada,"35,833,000"
6053,792072340,Start,Dominique Anglade,Canada,"35,833,000"
6054,792072413,Start,Lise Bacon,Canada,"35,833,000"
6055,792072702,Start,Stephanie Cadieux,Canada,"35,833,000"
6056,792072753,Start,Elinor Caplan,Canada,"35,833,000"
6057,792072814,Start,Andrée Champagne,Canada,"35,833,000"
6058,792073051,Start,Mabel DeWare,Canada,"35,833,000"
6059,792073200,Start,Sheila Finestone,Canada,"35,833,000"
6060,792162965,C,Larry Grossman (politician),Canada,"35,833,000"
6061,792540501,Start,Buckley Belanger,Canada,"35,833,000"
6062,792703852,Stub,Jack White (politician),Canada,"35,833,000"
6063,792703859,Start,Donald Oliver,Canada,"35,833,000"
6064,793099357,Start,Rosemary Brown (politician),Canada,"35,833,000"
6065,793151253,Start,Carl Goldenberg,Canada,"35,833,000"
6066,793256720,Start,20th Canadian Ministry,Canada,"35,833,000"
6067,793433456,Start,Nathan Nurgitz,Canada,"35,833,000"
6068,793459089,Start,Jonathan McCully,Canada,"35,833,000"
6069,793663465,Start,Charles Fisher (Canadian politician),Canada,"35,833,000"
6070,793674654,C,Charles Harnick,Canada,"35,833,000"
6071,793784273,C,Chaviva Hošek,Canada,"35,833,000"
6072,793785334,Start,Daniel Igali,Canada,"35,833,000"
6073,794036436,Start,Tony Belcourt,Canada,"35,833,000"
6074,794066887,C,Blanche Brillon Macdonald,Canada,"35,833,000"
6075,794189926,Start,Christie Mjolsness,Canada,"35,833,000"
6076,794356814,Stub,Glenn McLean,Canada,"35,833,000"
6077,794382149,C,Svend Robinson,Canada,"35,833,000"
6078,794758453,Stub,Clément Chartier,Canada,"35,833,000"
6079,794990669,C,Kamala-Jean Gopie,Canada,"35,833,000"
6080,795089783,Start,Victor Oh,Canada,"35,833,000"
6081,795119195,Start,Jody Mitic,Canada,"35,833,000"
6082,795120791,Stub,Steve Crocker (politician),Canada,"35,833,000"
6083,795178298,Start,John Thomas Wolfe,Canada,"35,833,000"
6084,795195775,Start,Jeff Leiper,Canada,"35,833,000"
6085,795350036,C,Shafiq Qaadri,Canada,"35,833,000"
6086,795542891,B,Rob Davis (politician),Canada,"35,833,000"
6087,795748380,Start,Jack Austin (politician),Canada,"35,833,000"
6088,795748471,Start,Karen Leibovici,Canada,"35,833,000"
6089,795748481,C,Kettly Beauregard,Canada,"35,833,000"
6090,795748579,Start,Mary Richard,Canada,"35,833,000"
6091,795748650,Start,Ralph Steinhauer,Canada,"35,833,000"
6092,795748738,C,Sébastien Dhavernas,Canada,"35,833,000"
6093,795941711,Stub,Jim Morgan (Canadian politician),Canada,"35,833,000"
6094,796025471,C,Chris Szarka,Canada,"35,833,000"
6095,796044360,Start,Daurene Lewis,Canada,"35,833,000"
6096,796089695,C,Adams George Archibald,Canada,"35,833,000"
6097,796125280,C,Jody Wilson-Raybould,Canada,"35,833,000"
6098,796189919,Start,Edward John,Canada,"35,833,000"
6099,796268918,Start,Minister Faust,Canada,"35,833,000"
6100,796459891,Start,Sandy Annunziata,Canada,"35,833,000"
6101,796887508,Start,Abraham Albert Heaps,Canada,"35,833,000"
6102,796919522,Start,Will Morin,Canada,"35,833,000"
6103,796947531,C,Bruce Hood (ice hockey),Canada,"35,833,000"
6104,796971964,Start,Angelo Persichilli,Canada,"35,833,000"
6105,797001168,Start,Arlene Perly Rae,Canada,"35,833,000"
6106,797004812,C,Arthur Mitchell (Yukon politician),Canada,"35,833,000"
6107,797027806,C,Barney Danson,Canada,"35,833,000"
6108,797072045,Stub,Mike Jakubo (curler),Canada,"35,833,000"
6109,797089442,Start,Bob Attersley,Canada,"35,833,000"
6110,797090959,Start,Bob McDonald (politician),Canada,"35,833,000"
6111,797123861,Stub,William Bullock Ives,Canada,"35,833,000"
6112,797159542,Start,Catherine Pinhas,Canada,"35,833,000"
6113,797238959,Start,Chris Lea,Canada,"35,833,000"
6114,797246308,Start,Christopher Porter,Canada,"35,833,000"
6115,797292539,Start,Cornelius the First,Canada,"35,833,000"
6116,797304346,Start,Cy Gonick,Canada,"35,833,000"
6117,797311794,Start,Dan Hilton,Canada,"35,833,000"
6118,797323057,Stub,Dave Porter (politician),Canada,"35,833,000"
6119,797329058,FA,David Lewis (politician),Canada,"35,833,000"
6120,797330459,C,David Orlikow,Canada,"35,833,000"
6121,797331769,C,David Shiner (politician),Canada,"35,833,000"
6122,797333347,C,David de Burgh Graham,Canada,"35,833,000"
6123,797347498,Start,Denis Rocan,Canada,"35,833,000"
6124,797380019,Start,Donald Carrick,Canada,"35,833,000"
6125,797402155,Start,Marlene Jennings,Canada,"35,833,000"
6126,797415443,GA,Edward Greenspan,Canada,"35,833,000"
6127,797417833,Start,Edwin A. Goodman,Canada,"35,833,000"
6128,797426664,C,Elijah Harper,Canada,"35,833,000"
6129,797434963,Stub,Emil Moeller,Canada,"35,833,000"
6130,797452786,Start,Eugène Rhéaume,Canada,"35,833,000"
6131,797505574,Stub,Danny Joe,Canada,"35,833,000"
6132,797506199,Start,David Stupich,Canada,"35,833,000"
6133,797509369,Stub,Doug Mowat,Canada,"35,833,000"
6134,797510935,Start,Ed Picco,Canada,"35,833,000"
6135,797625846,Start,23rd Canadian Ministry,Canada,"35,833,000"
6136,797740604,Stub,George Hickes (Nunavut politician),Canada,"35,833,000"
6137,797743670,C,29th Canadian Ministry,Canada,"35,833,000"
6138,797754805,Stub,Gilbert Grant,Canada,"35,833,000"
6139,797770312,Start,Rocky Jones,Canada,"35,833,000"
6140,797863007,Start,Max Saltsman,Canada,"35,833,000"
6141,798131587,Start,David Birnbaum,Canada,"35,833,000"
6142,798234685,Start,Honoré Jackson,Canada,"35,833,000"
6143,798245817,Start,Howard Epstein,Canada,"35,833,000"
6144,798251516,C,Hugh Segal,Canada,"35,833,000"
6145,798263505,C,George Hees,Canada,"35,833,000"
6146,798334711,C,Dan Goldstick,Canada,"35,833,000"
6147,798339304,C,J. B. Salsberg,Canada,"35,833,000"
6148,798344195,Start,Jack Marshall (Canadian politician),Canada,"35,833,000"
6149,798344600,Start,Jack Ramsay (politician),Canada,"35,833,000"
6150,798358913,Start,James Pasternak,Canada,"35,833,000"
6151,798361876,Start,Jamey Heath,Canada,"35,833,000"
6152,798371441,C,Hunter Tootoo,Canada,"35,833,000"
6153,798377541,Start,Jean D'Amour,Canada,"35,833,000"
6154,798406590,Start,Jim Silye,Canada,"35,833,000"
6155,798417174,C,Joe Oliver (politician),Canada,"35,833,000"
6156,798425800,Stub,John Cobb (Manitoba politician),Canada,"35,833,000"
6157,798443833,B,John Turmel,Canada,"35,833,000"
6158,798446107,Stub,Johnny Abel,Canada,"35,833,000"
6159,798449309,C,Jonah Schein,Canada,"35,833,000"
6160,798449933,Start,Jonathan Genest-Jourdain,Canada,"35,833,000"
6161,798455379,C,Joseph Howe,Canada,"35,833,000"
6162,798458572,C,Josh Matlow,Canada,"35,833,000"
6163,798484154,Start,Joyce Hayden,Canada,"35,833,000"
6164,798489930,B,"Margaret Lally ""Ma"" Murray",Canada,"35,833,000"
6165,798516495,Start,Ken Dillen,Canada,"35,833,000"
6166,798593125,C,Larry Smith (Canadian politician),Canada,"35,833,000"
6167,798601275,C,Joey Smallwood,Canada,"35,833,000"
6168,798604158,Start,Lawrence O'Brien,Canada,"35,833,000"
6169,798620874,C,Leonard Braithwaite,Canada,"35,833,000"
6170,798624424,Start,Carla Qualtrough,Canada,"35,833,000"
6171,798642074,B,Lincoln Alexander,Canada,"35,833,000"
6172,798643327,Stub,Linda Hepner,Canada,"35,833,000"
6173,798647539,C,Lionel Perez (politician),Canada,"35,833,000"
6174,798650774,Start,List of 2006 Canadian incumbents,Canada,"35,833,000"
6175,798737752,Stub,Olayuk Akesuk,Canada,"35,833,000"
6176,798758111,C,David Oppenheimer,Canada,"35,833,000"
6177,798796069,Start,Dan Ruimy,Canada,"35,833,000"
6178,798799828,FA,Dan Vandal,Canada,"35,833,000"
6179,798871490,Start,Maitland Steinkopf,Canada,"35,833,000"
6180,798871705,Start,Majid Jowhari,Canada,"35,833,000"
6181,798881194,Start,Manon Perreault,Canada,"35,833,000"
6182,798885540,Stub,Marc-André Blanchard,Canada,"35,833,000"
6183,798889325,Start,Margaret Haile,Canada,"35,833,000"
6184,798890231,C,Margarett Best,Canada,"35,833,000"
6185,798903118,C,Mark Warner (Canadian politician),Canada,"35,833,000"
6186,798912223,Start,Marty Dolin,Canada,"35,833,000"
6187,798914677,Start,Mary Anne Chambers,Canada,"35,833,000"
6188,798919482,Start,Mary-Woo Sims,Canada,"35,833,000"
6189,798937055,Start,Alice Parizeau,Canada,"35,833,000"
6190,798937308,Stub,Brit Griffin,Canada,"35,833,000"
6191,798938772,Stub,Madeleine Ferron,Canada,"35,833,000"
6192,798940689,Start,14th Canadian Ministry,Canada,"35,833,000"
6193,798940946,Start,Eleanor Millard,Canada,"35,833,000"
6194,798952867,Stub,Darcie Lanthier,Canada,"35,833,000"
6195,798960213,Stub,Guy Laforest,Canada,"35,833,000"
6196,798983293,C,Michael Thompson (Canadian politician),Canada,"35,833,000"
6197,798995485,Start,Mike Cardinal,Canada,"35,833,000"
6198,798995778,Stub,Mike Crawley,Canada,"35,833,000"
6199,799005298,Start,Milton L. Klein,Canada,"35,833,000"
6200,799011520,Start,Mira Spivak,Canada,"35,833,000"
6201,799036149,C,Morris Gray,Canada,"35,833,000"
6202,799043135,C,Dave Barrett,Canada,"35,833,000"
6203,799043330,Start,Dave Batters,Canada,"35,833,000"
6204,799053101,C,Murray Sinclair,Canada,"35,833,000"
6205,799062853,C,Myron Wolf Child,Canada,"35,833,000"
6206,799077170,C,Nancy Ruth,Canada,"35,833,000"
6207,799116194,Stub,Penny Collenette,Canada,"35,833,000"
6208,799125348,C,Nazanin Afshin-Jam,Canada,"35,833,000"
6209,799411236,Start,Oscar Lathlin,Canada,"35,833,000"
6210,799465078,Start,Pascal Breland,Canada,"35,833,000"
6211,799499229,Start,Percy Paris,Canada,"35,833,000"
6212,799512567,C,Peter Shurman,Canada,"35,833,000"
6213,799526024,Start,Pierre Bourque (journalist),Canada,"35,833,000"
6214,799552243,C,Jacques Demers,Canada,"35,833,000"
6215,799600278,Stub,Adamee Komoartok,Canada,"35,833,000"
6216,799679888,Start,Greg Power,Canada,"35,833,000"
6217,799705143,C,Gary Malkowski,Canada,"35,833,000"
6218,799725974,Stub,Jennifer Campeau,Canada,"35,833,000"
6219,799748848,Stub,John B. Boucher,Canada,"35,833,000"
6220,799780899,C,Frank Mahovlich,Canada,"35,833,000"
6221,799797763,Stub,Louis Schmidt,Canada,"35,833,000"
6222,799846797,Start,Pierre Delorme,Canada,"35,833,000"
6223,799881590,Start,Robert Hugh Pickering,Canada,"35,833,000"
6224,799892094,Start,Ray Novak,Canada,"35,833,000"
6225,799929020,C,Reza Moridi,Canada,"35,833,000"
6226,799942318,Start,Richard Nerysoo,Canada,"35,833,000"
6227,799947874,Stub,Rick Laliberte,Canada,"35,833,000"
6228,799963923,C,Paul Godfrey,Canada,"35,833,000"
6229,799990898,C,Roger Teillet,Canada,"35,833,000"
6230,800019168,C,Russell Doern,Canada,"35,833,000"
6231,800020168,Start,Dan Biocchi,Canada,"35,833,000"
6232,800029158,Start,Tymofei Koreichuk,Canada,"35,833,000"
6233,800056169,Start,Salma Ataullahjan,Canada,"35,833,000"
6234,800080920,C,Saul Cherniack,Canada,"35,833,000"
6235,800081033,C,Saulie Zajdel,Canada,"35,833,000"
6236,800116795,Stub,Serge Kujawa,Canada,"35,833,000"
6237,800142250,C,Shelly Glover,Canada,"35,833,000"
6238,800151703,C,Michael Coteau,Canada,"35,833,000"
6239,800160770,C,Sidney Green (politician),Canada,"35,833,000"
6240,800266135,FA,Don Getty,Canada,"35,833,000"
6241,800283381,GA,Aida McAnn Flemming,Canada,"35,833,000"
6242,800287023,C,Dona Cadman,Canada,"35,833,000"
6243,800314476,Stub,Jack Kavanagh (politician),Canada,"35,833,000"
6244,800360207,C,Mifflin Wistar Gibbs,Canada,"35,833,000"
6245,800419860,Start,Douglas Wilson (activist),Canada,"35,833,000"
6246,800450841,Start,Doyle Vermette,Canada,"35,833,000"
6247,800492990,B,Dean Del Mastro,Canada,"35,833,000"
6248,800568029,Start,Ravi Kahlon,Canada,"35,833,000"
6249,800599813,Start,John Robarts,Canada,"35,833,000"
6250,800599833,GA,Oliver Mowat,Canada,"35,833,000"
6251,800608742,Start,Brian Bowman (politician),Canada,"35,833,000"
6252,800618415,C,Michelle Stilwell,Canada,"35,833,000"
6253,800694573,Stub,Stephen Khan,Canada,"35,833,000"
6254,800714107,C,Stuart Parker (politician),Canada,"35,833,000"
6255,800714862,C,Rod Bruinooge,Canada,"35,833,000"
6256,800767398,Stub,Ian Strachan (Newfoundland and Labrador politician),Canada,"35,833,000"
6257,800796896,Start,Linda Thom,Canada,"35,833,000"
6258,800857103,B,Thomas Steen,Canada,"35,833,000"
6259,800996120,Stub,Tom Long (politician),Canada,"35,833,000"
6260,800996246,C,Tom Marshall (politician),Canada,"35,833,000"
6261,800996740,Start,Tom Pentefountas,Canada,"35,833,000"
6262,801005062,Start,Tony Whitford,Canada,"35,833,000"
6263,801052215,Start,Ulrick Chérubin,Canada,"35,833,000"
6264,801062222,Start,Kevin Clarke (politician),Canada,"35,833,000"
6265,801107972,C,Victor Goldbloom,Canada,"35,833,000"
6266,801119577,C,Amor De Cosmos,Canada,"35,833,000"
6267,801131548,Stub,Vivian Bercovici,Canada,"35,833,000"
6268,801137682,Start,Mitzie Hunter,Canada,"35,833,000"
6269,801147129,C,Wajid Khan (Canadian politician),Canada,"35,833,000"
6270,801150692,Start,Bob Simpson (Canadian football),Canada,"35,833,000"
6271,801229953,FA,Monarchism in Canada,Canada,"35,833,000"
6272,801262263,GA,William Peyton Hubbard,Canada,"35,833,000"
6273,801265957,Stub,William Tobias,Canada,"35,833,000"
6274,801311738,C,Howie Meeker,Canada,"35,833,000"
6275,801315125,C,Yolande James,Canada,"35,833,000"
6276,801330223,GA,Zanana Akande,Canada,"35,833,000"
6277,801420063,Stub,Chrétien: The Will to Win,Canada,"35,833,000"
6278,801435411,Stub,David Sprague,Canada,"35,833,000"
6279,801445314,Start,James Bourque,Canada,"35,833,000"
6280,801478113,B,List of the first LGBT holders of political offices in Canada,Canada,"35,833,000"
6281,801509285,Start,Elzéar Goulet,Canada,"35,833,000"
6282,801552187,C,Lenore Zann,Canada,"35,833,000"
6283,801577882,C,Sinclair Stevens,Canada,"35,833,000"
6284,801613552,Stub,Seymour Trieger,Canada,"35,833,000"
6285,801687001,C,El-Farouk Khaki,Canada,"35,833,000"
6286,801719057,C,Red Kelly,Canada,"35,833,000"
6287,801801385,C,Mel Hurtig,Canada,"35,833,000"
6288,801827214,C,Izzy Asper,Canada,"35,833,000"
6289,801839290,Stub,Adam Olsen,Canada,"35,833,000"
6290,801889106,Start,Eric Robinson (Canadian politician),Canada,"35,833,000"
6291,801959410,Start,Vivienne Poy,Canada,"35,833,000"
6292,801986366,Start,Marvin Rotrand,Canada,"35,833,000"
6293,801986687,FA,Charles Tupper,Canada,"35,833,000"
6294,801987339,C,Errick Willis,Canada,"35,833,000"
6295,801993546,C,Hector-Louis Langevin,Canada,"35,833,000"
6296,801997418,C,Paul Joseph James Martin,Canada,"35,833,000"
6297,802049787,C,Norman Kwong,Canada,"35,833,000"
6298,802077342,Start,Mark Adler (politician),Canada,"35,833,000"
6299,802249682,C,Lise Thibault,Canada,"35,833,000"
6300,802312628,Start,Peter Fonseca,Canada,"35,833,000"
6301,802355647,C,Viola Wyse,Canada,"35,833,000"
6302,802361813,GA,Lionel Conacher,Canada,"35,833,000"
6303,802394961,Stub,Marie-Françoise Mégie,Canada,"35,833,000"
6304,802395362,Start,Greg Joy,Canada,"35,833,000"
6305,802395814,Start,Emmanuel Dubourg,Canada,"35,833,000"
6306,802517397,GA,Ezekiel Hart,Canada,"35,833,000"
6307,802527892,Start,James Gladstone,Canada,"35,833,000"
6308,802627124,Start,Peter Ittinuar,Canada,"35,833,000"
6309,802640657,Start,Michael Strange (boxer),Canada,"35,833,000"
6310,802702841,C,Robert Libman,Canada,"35,833,000"
6311,802877579,Stub,James Reid (Newfoundland politician),Canada,"35,833,000"
6312,803111371,C,Lucien Bouchard,Canada,"35,833,000"
6313,803282748,Start,Richard Legendre,Canada,"35,833,000"
6314,803374653,Start,Marc-Boris St-Maurice,Canada,"35,833,000"
6315,803645146,GA,Don Meredith (politician),Canada,"35,833,000"
6316,803652579,Start,Gila Martow,Canada,"35,833,000"
6317,803710066,Stub,John McCreedy,Canada,"35,833,000"
6318,803784385,Start,David Sparrow,Canada,"35,833,000"
6319,803872492,C,Monte Kwinter,Canada,"35,833,000"
6320,803918443,Start,Ike Awgu,Canada,"35,833,000"
6321,803930779,C,Nerene Virgin,Canada,"35,833,000"
6322,803934729,Start,Frederick Carter,Canada,"35,833,000"
6323,803946300,Start,Bob McLeod (politician),Canada,"35,833,000"
6324,803973415,GA,Steven Fletcher (politician),Canada,"35,833,000"
6325,804018841,GA,Brian Pallister,Canada,"35,833,000"
6326,804103114,Stub,Trevor Kennerd,Canada,"35,833,000"
6327,804118985,Start,Kevin Chief,Canada,"35,833,000"
6328,804139515,C,Donald Creighton,Canada,"35,833,000"
6329,804143236,Stub,Jack Radford,Canada,"35,833,000"
6330,804149674,FA,Howard Moscoe,Canada,"35,833,000"
